subject,category,question,options,correct,difficulty,source,id
General Knowledge,Movies,What was name of plantation in Gone with Wind?,"['Twelve Oaks', 'Tara', 'Ashley Wilkes', 'Scarlett']",1,Medium,"10,000 General Knowledge Questions",Q_0433
General Knowledge,Movies,Who won Oscar for African Queen?,"['Katharine Hepburn', 'Humphrey Bogart', 'Both', 'Neither']",1,Medium,"10,000 General Knowledge Questions",Q_0434
General Knowledge,Movies,Who won Oscar for best supporting actor in Spartacus 1960?,"['Laurence Olivier', 'Peter Ustinov', 'Charles Laughton', 'John Gavin']",1,Hard,"10,000 General Knowledge Questions",Q_0435
General Knowledge,Movies,Which actress starred in original King Kong 1933?,"['Jean Harlow', 'Fay Wray', 'Greta Garbo', 'Mae West']",1,Medium,"10,000 General Knowledge Questions",Q_0436
General Knowledge,Movies,Ray Bolger played who in Wizard of Oz?,"['Tin Man', 'Scarecrow', 'Cowardly Lion', 'Wizard']",1,Medium,"10,000 General Knowledge Questions",Q_0437
General Knowledge,Movies,Who did Michael Caine play in Ipcress File?,"['John Palmer', 'Harry Palmer', 'James Palmer', 'Tom Palmer']",1,Hard,"10,000 General Knowledge Questions",Q_0438
General Knowledge,Movies,"Great Escape cast included Garner, Attenborough, McQueen, Bronson, etc?","['World War II', 'The Great Escape', 'Prison Break', 'Escape Movie']",1,Medium,"10,000 General Knowledge Questions",Q_0439
General Knowledge,Animals,Which animal lays eggs?,"['Kangaroo', 'Whale', 'Duck billed platypus', 'Dolphin']",2,Medium,"10,000 General Knowledge Questions",Q_0440
General Knowledge,Animals,What are bactrians and dromedaries?,"['Llamas', 'Camels', 'Horses', 'Sheep']",1,Medium,"10,000 General Knowledge Questions",Q_0441
General Knowledge,Animals,What kind of animal is lurcher?,"['Cat', 'Dog', 'Horse', 'Rabbit']",1,Medium,"10,000 General Knowledge Questions",Q_0442
General Knowledge,Animals,What is baby rabbit called?,"['Bunny', 'Kit or Kitten', 'Pup', 'Cub']",1,Easy,"10,000 General Knowledge Questions",Q_0443
General Knowledge,Animals,It's flock of sheep what's group of owls called?,"['Herd', 'Parliament', 'Flock', 'Pack']",1,Medium,"10,000 General Knowledge Questions",Q_0444
General Knowledge,Animals,What animal would you find in form?,"['Fox', 'Hare', 'Rabbit', 'Deer']",1,Hard,"10,000 General Knowledge Questions",Q_0445
General Knowledge,Animals,What animal lives in drey?,"['Bird', 'Squirrel', 'Mouse', 'Bat']",1,Hard,"10,000 General Knowledge Questions",Q_0446
General Knowledge,Animals,Who or what lives in formicarium?,"['Bees', 'Ants', 'Wasps', 'Termites']",1,Hard,"10,000 General Knowledge Questions",Q_0447
General Knowledge,Animals,What plant does Colorado beetle attack?,"['Corn', 'Potato', 'Tomato', 'Wheat']",1,Medium,"10,000 General Knowledge Questions",Q_0448
General Knowledge,Animals,Bander macaque has which commoner name?,"['Baboon', 'Rhesus Monkey', 'Chimpanzee', 'Orangutan']",1,Hard,"10,000 General Knowledge Questions",Q_0449
General Knowledge,Animals,Kinkajou belongs to what family of animals?,"['Cat', 'Raccoon', 'Bear', 'Monkey']",1,Hard,"10,000 General Knowledge Questions",Q_0450
General Knowledge,Animals,What animals name translates as water horse?,"['Walrus', 'Hippopotamus', 'Sea horse', 'Manatee']",1,Medium,"10,000 General Knowledge Questions",Q_0451
General Knowledge,Animals,Ictheologists study what?,"['Insects', 'Fish', 'Birds', 'Reptiles']",1,Hard,"10,000 General Knowledge Questions",Q_0452
General Knowledge,Animals,What is common name for dunnock?,"['Robin', 'Hedge Sparrow', 'Wren', 'Blackbird']",1,Hard,"10,000 General Knowledge Questions",Q_0453
General Knowledge,Animals,Which highwayman rode horse Black Bess?,"['Robin Hood', 'Dick Turpin', 'Jesse James', 'Butch Cassidy']",1,Medium,"10,000 General Knowledge Questions",Q_0454
General Knowledge,Animals,What shape were sailors plates in Nelson's navy?,"['Round', 'Square', 'Triangular', 'Oval']",1,Hard,"10,000 General Knowledge Questions",Q_0455
General Knowledge,Food & Drinks,What spirit mixed with ginger beer in Moscow mule?,"['Rum', 'Vodka', 'Whiskey', 'Gin']",1,Medium,"10,000 General Knowledge Questions",Q_0456
General Knowledge,Food & Drinks,What would you do with maris piper?,"['Plant it', ""Eat it - it's a potato"", 'Wear it', 'Read it']",1,Medium,"10,000 General Knowledge Questions",Q_0457
General Knowledge,Food & Drinks,What would Scotsman do with spurtle?,"['Wear it', 'Eat porridge with it', 'Play music', 'Fight with it']",1,Hard,"10,000 General Knowledge Questions",Q_0458
General Knowledge,Food & Drinks,Which non alcoholic cordial made from pomegranates?,"['Elderflower', 'Grenadine', 'Rose water', 'Orange flower']",1,Medium,"10,000 General Knowledge Questions",Q_0459
General Knowledge,Food & Drinks,What kind of food is Cullan Skink?,"['Meat', 'Fish soup', 'Vegetable', 'Bread']",1,Hard,"10,000 General Knowledge Questions",Q_0460
General Knowledge,Food & Drinks,What type of food is Taramasalata?,"['Greek cheese', 'Cured cod roe', 'Olive paste', 'Yogurt dip']",1,Medium,"10,000 General Knowledge Questions",Q_0461
General Knowledge,Food & Drinks,What food is tofu made from?,"['Rice', 'Soya Bean', 'Wheat', 'Corn']",1,Easy,"10,000 General Knowledge Questions",Q_0462
General Knowledge,Food & Drinks,What is main ingredient of Maron glace?,"['Almonds', 'Chestnuts', 'Walnuts', 'Hazelnuts']",1,Hard,"10,000 General Knowledge Questions",Q_0463
General Knowledge,Food & Drinks,What is Islamic equal to red cross?,"['Green Crescent', 'Red Crescent', 'Blue Cross', 'White Cross']",1,Medium,"10,000 General Knowledge Questions",Q_0464
General Knowledge,Food & Drinks,What did Jack Horner pull from his pie?,"['Apple', 'Plum', 'Cherry', 'Blackbird']",1,Easy,"10,000 General Knowledge Questions",Q_0465
General Knowledge,Food & Drinks,What was given on fourth day of Christmas?,"['French hens', 'Calling birds', 'Gold rings', 'Geese a-laying']",1,Medium,"10,000 General Knowledge Questions",Q_0466
General Knowledge,Food & Drinks,What's missing from ale that's included in beer?,"['Yeast', 'Hops', 'Barley', 'Water']",1,Medium,"10,000 General Knowledge Questions",Q_0467
General Knowledge,Food & Drinks,Fuggles and Goldings are varieties of what?,"['Grapes', 'Hops', 'Barley', 'Apples']",1,Hard,"10,000 General Knowledge Questions",Q_0468
General Knowledge,Food & Drinks,What is Damson Cheese?,"['Type of cheese', 'Thick Damson Jam', 'Wine', 'Pickle']",1,Hard,"10,000 General Knowledge Questions",Q_0469
General Knowledge,Food & Drinks,Oil seed rape belongs to which plant family?,"['Rose', 'Mustard', 'Cabbage', 'Legume']",1,Medium,"10,000 General Knowledge Questions",Q_0470
General Knowledge,Food & Drinks,Camellia Sinensis evergreen shrub better known as what?,"['Coffee', 'Tea', 'Cocoa', 'Spice']",1,Medium,"10,000 General Knowledge Questions",Q_0471
General Knowledge,Food & Drinks,Viticulture is growing of what plants?,"['Vegetables', 'Vines', 'Flowers', 'Trees']",1,Medium,"10,000 General Knowledge Questions",Q_0472
General Knowledge,Religion,Who betrayed Jesus to Romans?,"['Peter', 'Paul', 'Judas Escariot', 'Matthew']",2,Easy,"10,000 General Knowledge Questions",Q_0473
General Knowledge,Religion,What is correct term of address to Pope?,"['Your Holiness', 'Your Eminence', 'Your Grace', 'Your Excellency']",0,Medium,"10,000 General Knowledge Questions",Q_0474
General Knowledge,Religion,Which group believes in Great Architect of Universe?,"['Catholics', 'Freemasons', 'Protestants', 'Muslims']",1,Hard,"10,000 General Knowledge Questions",Q_0475
General Knowledge,Religion,In Old Testament what book comes between Obadiah - Micah?,"['Nahum', 'Jonah', 'Habakkuk', 'Zephaniah']",1,Hard,"10,000 General Knowledge Questions",Q_0476
General Knowledge,Religion,In Bible who did God appear to on Mount Horeb?,"['Abraham', 'Moses', 'Elijah', 'David']",1,Medium,"10,000 General Knowledge Questions",Q_0477
General Knowledge,Religion,St John Divine wrote which book of Bible?,"['Genesis', 'Revelations', 'John', 'Acts']",1,Medium,"10,000 General Knowledge Questions",Q_0478
General Knowledge,Religion,Who is patron saint of Gypsies?,"['St. Christopher', 'St Sarah', 'St. Anthony', 'St. Francis']",1,Hard,"10,000 General Knowledge Questions",Q_0479
General Knowledge,Religion,"What religion links Weasak, Dhrammacacka, and Bhodi day?","['Hindu', 'Buddhist', 'Jain', 'Sikh']",1,Hard,"10,000 General Knowledge Questions",Q_0480
General Knowledge,Religion,"Duvali, Dushira and Holi are religious days in which religion?","['Buddhist', 'Hindu', 'Sikh', 'Jain']",1,Medium,"10,000 General Knowledge Questions",Q_0481
General Knowledge,Religion,In Japan what is Seppuku?,"['Tea ceremony', 'Hari Kari - suicide', 'Flower arranging', 'Martial art']",1,Medium,"10,000 General Knowledge Questions",Q_0482
General Knowledge,Religion,Only one woman's lifespan given in Bible - Who?,"['Eve', 'Sarah Wife of Abraham', 'Mary', 'Ruth']",1,Hard,"10,000 General Knowledge Questions",Q_0483
General Knowledge,Greek Mythology,In Greek mythology who killed Gorgon?,"['Hercules', 'Perseus', 'Theseus', 'Jason']",1,Medium,"10,000 General Knowledge Questions",Q_0484
General Knowledge,Greek Mythology,Who was son of Zeus and Maia - Gods Messenger?,"['Apollo', 'Hermes', 'Ares', 'Dionysus']",1,Medium,"10,000 General Knowledge Questions",Q_0485
General Knowledge,Greek Mythology,In Greek mythology Hamadryads spirit guarded what?,"['Rivers', 'Trees', 'Mountains', 'Seas']",1,Hard,"10,000 General Knowledge Questions",Q_0486
General Knowledge,Greek Mythology,Jocasta was wife of Laius and mother of who?,"['Perseus', 'Oedipus', 'Theseus', 'Hercules']",1,Hard,"10,000 General Knowledge Questions",Q_0487
General Knowledge,Greek Mythology,Who was last king of Troy killed by Achilles son Pyrrhus?,"['Hector', 'Priam', 'Paris', 'Aeneas']",1,Hard,"10,000 General Knowledge Questions",Q_0488
General Knowledge,Greek Mythology,Who was son of Poseidon and Ampherite?,"['Triton', 'Perseus', 'Theseus', 'Orion']",0,Hard,"10,000 General Knowledge Questions",Q_0489
General Knowledge,Greek Mythology,Which mythological King chained grapes rose water fell?,"['Midas', 'Tantalus', 'Sisyphus', 'Ixion']",1,Hard,"10,000 General Knowledge Questions",Q_0490
General Knowledge,Greek Mythology,What was Roman goddess of hearth?,"['Diana', 'Vesta', 'Minerva', 'Ceres']",1,Medium,"10,000 General Knowledge Questions",Q_0491
General Knowledge,Greek Mythology,Which Athenian philosopher wrote nothing - immortalised by Plato?,"['Aristotle', 'Socrates', 'Pythagoras', 'Heraclitus']",1,Medium,"10,000 General Knowledge Questions",Q_0492
General Knowledge,Greek Mythology,Which eponymous character was Thane of Cawder Glaimes?,"['Hamlet', 'Macbeth', 'Othello', 'King Lear']",1,Hard,"10,000 General Knowledge Questions",Q_0493
General Knowledge,Culture & Religion,What would you do with Yashmak?,"['Eat it', 'Wear it', 'Play it', 'Build with it']",1,Medium,"10,000 General Knowledge Questions",Q_0494
General Knowledge,Christmas,In song Waltzing Matilda - What is Jumbuck?,"['Horse', 'Sheep', 'Cow', 'Kangaroo']",1,Hard,"10,000 General Knowledge Questions",Q_0495
General Knowledge,Fairy Tales,What does ring a ring a roses refer to?,"['Wedding', 'The Black Death', 'Spring festival', ""Children's game""]",1,Medium,"10,000 General Knowledge Questions",Q_0496
General Knowledge,Fairy Tales,Whose nose grew when he told lie?,"['Peter Pan', 'Pinocchio', 'Jack', 'Hansel']",1,Easy,"10,000 General Knowledge Questions",Q_0497
General Knowledge,Fairy Tales,In fable who sold cow for five beans?,"['Tom', 'Jack', 'Peter', 'John']",1,Easy,"10,000 General Knowledge Questions",Q_0498
General Knowledge,Awards,Which award has words for valour on it?,"['Medal of Honor', 'Victoria Cross', 'Purple Heart', 'Bronze Star']",1,Medium,"10,000 General Knowledge Questions",Q_0499
General Knowledge,Professions,Who would take silk as part of their job?,"['Doctor', 'Barrister', 'Teacher', 'Farmer']",1,Medium,"10,000 General Knowledge Questions",Q_0500
General Knowledge,Professions,Names - Baker Cook obvious what did Cordwainer do?,"['Make barrels', 'Shoemaker', 'Blacksmith', 'Tailor']",1,Hard,"10,000 General Knowledge Questions",Q_0501
General Knowledge,Measurements,How many feet in fathom?,"['Three', 'Six', 'Eight', 'Ten']",1,Medium,"10,000 General Knowledge Questions",Q_0502
General Knowledge,Phobias,Triskadeccaphobia is fear of what?,"['Heights', 'Number 13', 'Spiders', 'Water']",1,Hard,"10,000 General Knowledge Questions",Q_0503
General Knowledge,Medicine,What does funambulist do?,"['Study fungi', 'Tightrope walker', 'Funeral director', 'Fortune teller']",1,Hard,"10,000 General Knowledge Questions",Q_0504
General Knowledge,Collective Nouns,Collective nouns - A Chair of what tradesmen?,"['Carpenters', 'Glass Blowers', 'Masons', 'Plumbers']",1,Hard,"10,000 General Knowledge Questions",Q_0505
General Knowledge,Family Terms,Distaff is female family side - what is male?,"['Sword', 'Spear', 'Shield', 'Lance']",1,Hard,"10,000 General Knowledge Questions",Q_0506
General Knowledge,Cooking,In cookery how is something julienne prepared?,"['Diced', 'Thin Strips', 'Pureed', 'Whole']",1,Medium,"10,000 General Knowledge Questions",Q_0507
General Knowledge,Slang,In Ireland what is Gombeen Man?,"['Farmer', 'Moneylender', 'Politician', 'Priest']",1,Hard,"10,000 General Knowledge Questions",Q_0508
General Knowledge,Slang,In Australian slang what is dishlicker?,"['Cat', 'Dog', 'Child', 'Lazy person']",1,Hard,"10,000 General Knowledge Questions",Q_0509
General Knowledge,Slang,In Australian slang what is underground Mutton?,"['Kangaroo', 'Cooked Rabbit', 'Wombat', 'Sheep']",1,Hard,"10,000 General Knowledge Questions",Q_0510
General Knowledge,Slang,In Australian slang what is ten ounce sandwich?,"['Big sandwich', 'Liquid Lunch - Can of Beer', 'Small snack', 'Picnic']",1,Hard,"10,000 General Knowledge Questions",Q_0511
General Knowledge,Slang,In Australian slang what kind of food is mystery bag?,"['Pie', 'Sausage', 'Pasty', 'Sandwich']",1,Hard,"10,000 General Knowledge Questions",Q_0512
General Knowledge,Objects,What is Winston Churchill?,"['Drink', 'Cigar', 'Hat', 'Car']",1,Medium,"10,000 General Knowledge Questions",Q_0513
General Knowledge,Objects,Where would you find howdah?,"['Ship', 'Back of Elephant', 'Castle', 'Church']",1,Hard,"10,000 General Knowledge Questions",Q_0514
General Knowledge,Objects,What is Ha Ha?,"['Joke', 'Sunken Fence', 'Laugh', 'Game']",1,Hard,"10,000 General Knowledge Questions",Q_0515
General Knowledge,Objects,What is fylfot heraldic name for what symbol?,"['Cross', 'Swastika', 'Star', 'Circle']",1,Hard,"10,000 General Knowledge Questions",Q_0516
General Knowledge,Objects,What is Samsoe type of?,"['Wine', 'Cheese', 'Bread', 'Meat']",1,Hard,"10,000 General Knowledge Questions",Q_0517
General Knowledge,Transport,What is travelator?,"['Elevator', 'Horizontal Escalator', 'Moving walkway', 'Revolving door']",1,Medium,"10,000 General Knowledge Questions",Q_0518
General Knowledge,Transport,What is Japanese Shinkasen?,"['Bullet train', 'High speed Train', 'Subway', 'Monorail']",1,Medium,"10,000 General Knowledge Questions",Q_0519
General Knowledge,Language,Word bungalow comes from which language?,"['English', 'Hindi', 'Arabic', 'Chinese']",1,Medium,"10,000 General Knowledge Questions",Q_0520
General Knowledge,Language,Sabotage is French - What did saboteurs use?,"['Hammers', 'Shoes - sabot means shoe', 'Explosives', 'Fire']",1,Hard,"10,000 General Knowledge Questions",Q_0521
General Knowledge,Language,In what country is language Fanti spoken?,"['Nigeria', 'Ghana', 'Kenya', 'Ethiopia']",1,Hard,"10,000 General Knowledge Questions",Q_0522
General Knowledge,Medical,If you suffer from epistaxis what is wrong?,"['Headache', 'Nosebleed', 'Sore throat', 'Earache']",1,Hard,"10,000 General Knowledge Questions",Q_0523
General Knowledge,Medical,Ageusia is loss of which sense?,"['Smell', 'Taste', 'Hearing', 'Touch']",1,Hard,"10,000 General Knowledge Questions",Q_0524
General Knowledge,Medical,If you had distrix what condition would you have?,"['Baldness', 'Hair - split ends', 'Dandruff', 'Grey hair']",1,Hard,"10,000 General Knowledge Questions",Q_0525
General Knowledge,Literature,In which book would you find manservant Pas Partout?,"['Around World in 80 Days', 'Three Musketeers', 'Count of Monte Cristo', 'Les Miserables']",0,Medium,"10,000 General Knowledge Questions",Q_0526
General Knowledge,Literature,What was name of inn in Treasure Island?,"['Admiral Nelson', 'Admiral Benbow', ""Captain's Rest"", ""Pirate's Den""]",1,Medium,"10,000 General Knowledge Questions",Q_0527
General Knowledge,Literature,Who in books and films was man of bronze?,"['Superman', 'Doc Savage', 'Batman', 'The Shadow']",1,Hard,"10,000 General Knowledge Questions",Q_0528
General Knowledge,Literature,"What links Samuel Delaney, Fredrick Pohl, Harlan Ellison?","['Horror writers', 'Science Fiction writers', 'Mystery writers', 'Romance writers']",1,Hard,"10,000 General Knowledge Questions",Q_0529
General Knowledge,Literature,Which character has been played by most actors?,"['Hamlet', 'Sherlock Holmes', 'Dracula', 'Romeo']",1,Medium,"10,000 General Knowledge Questions",Q_0530
General Knowledge,Literature,"What links - Sarte, Nietzsche, Russell and Descartes?","['Writers', 'Philosophers', 'Scientists', 'Politicians']",1,Medium,"10,000 General Knowledge Questions",Q_0531
General Knowledge,Geography,Which country do Sinologists study?,"['Japan', 'China', 'Korea', 'Mongolia']",1,Medium,"10,000 General Knowledge Questions",Q_0532
General Knowledge,Geography,What links - Goa - Kerala - Assam - Bihar?,"['Rivers', 'India states', 'Mountains', 'Cities']",1,Medium,"10,000 General Knowledge Questions",Q_0533
General Knowledge,Geography,"What links Brazil, Uruguay, Mozambique and Angola?","['Spanish colonies', 'Colonies of Portugal', 'British colonies', 'French colonies']",1,Hard,"10,000 General Knowledge Questions",Q_0534
General Knowledge,Geography,"What links Buddy Holly, Lyndon Johnson, Janice Joplin?","['Musicians', 'State of Texas', 'Same year born', 'Same death date']",1,Hard,"10,000 General Knowledge Questions",Q_0535
General Knowledge,Norse Mythology,In Norse mythology what is name of ultimate battle?,"['Armageddon', 'Ragnarok', 'Valhalla', 'Gotterdammerung']",1,Medium,"10,000 General Knowledge Questions",Q_0536
General Knowledge,Chemistry,Which two metals are alloyed to make pewter?,"['Copper and Zinc', 'Tin and Lead', 'Silver and Copper', 'Bronze and Tin']",1,Medium,"10,000 General Knowledge Questions",Q_0537
General Knowledge,Chemistry,Processed Galena produces which metal?,"['Silver', 'Lead', 'Copper', 'Iron']",1,Hard,"10,000 General Knowledge Questions",Q_0538
General Knowledge,Chemistry,What Italian building material translates as baked earth?,"['Marble', 'Terracotta', 'Granite', 'Limestone']",1,Medium,"10,000 General Knowledge Questions",Q_0539
General Knowledge,Historical Events,Where did mutineers of Bounty settle?,"['Hawaii', 'Pitcairn Islands', 'Easter Island', 'Tahiti']",1,Medium,"10,000 General Knowledge Questions",Q_0540
General Knowledge,Historical Events,In 1890 first electric what opened in London?,"['Light bulb', 'Underground railway', 'Telephone', 'Tram']",1,Hard,"10,000 General Knowledge Questions",Q_0541
General Knowledge,Historical Events,Which annual sporting event between 2 teams started in 1829?,"['FA Cup', 'The University Boat Race', 'Wimbledon', 'Derby']",1,Hard,"10,000 General Knowledge Questions",Q_0542
General Knowledge,Historical Events,In 1911 archaeologist Hiram Bingham discovered what lost city?,"['Angkor Wat', 'Machu Picchu', 'Petra', 'Pompeii']",1,Medium,"10,000 General Knowledge Questions",Q_0543
General Knowledge,Technology,In 1899 Eastman company in USA produced first what?,"['Camera', 'Kodak 1 hand held roll film camera', 'Movie camera', 'Instant camera']",1,Hard,"10,000 General Knowledge Questions",Q_0544
General Knowledge,Technology,AG Bell opened school in Boston in 1872 for Teachers of what?,"['Blind', 'The Deaf', 'Disabled', 'Mute']",1,Medium,"10,000 General Knowledge Questions",Q_0545
General Knowledge,Technology,In which city was Alexander Graham Bell born in 1847?,"['Boston', 'Edinburgh', 'London', 'Glasgow']",1,Hard,"10,000 General Knowledge Questions",Q_0546
General Knowledge,Technology,Who designed first Iron ship Great Britain in 1845?,"['James Watt', 'I. Kingdom Brunel', 'Robert Fulton', 'George Stephenson']",1,Hard,"10,000 General Knowledge Questions",Q_0547
General Knowledge,Technology,Whose boat Bluebird was recently raised from Coniston water?,"['Malcolm Campbell', 'Donald Campbell', 'John Cobb', 'Richard Noble']",1,Medium,"10,000 General Knowledge Questions",Q_0548
General Knowledge,Ancient History,Who was first American president elected unopposed?,"['Thomas Jefferson', 'George Washington', 'John Adams', 'James Madison']",1,Medium,"10,000 General Knowledge Questions",Q_0549
General Knowledge,Games,Which chess piece could be member of church?,"['King', 'Bishop', 'Knight', 'Rook']",1,Easy,"10,000 General Knowledge Questions",Q_0550
General Knowledge,Games,"What links Botvinik, Tal, Karpov, Fischer?","['Russian players', 'Chess World Champions', 'Grand masters', 'Olympic champions']",1,Hard,"10,000 General Knowledge Questions",Q_0551
General Knowledge,Games,Who would use mashie niblick?,"['Tennis player', 'Golfer', 'Cricket player', 'Baseball player']",1,Hard,"10,000 General Knowledge Questions",Q_0552
General Knowledge,Games,In golf what name given to No 3 wood?,"['Driver', 'Spoon', 'Iron', 'Putter']",1,Hard,"10,000 General Knowledge Questions",Q_0553
General Knowledge,Martial Arts,What martial arts name means gentle way?,"['Karate', 'Judo', 'Aikido', 'Kung Fu']",1,Medium,"10,000 General Knowledge Questions",Q_0554
General Knowledge,Flowers,What flowers name translates from Greek as Water Vessel?,"['Rose', 'Hydrangea', 'Lily', 'Iris']",1,Hard,"10,000 General Knowledge Questions",Q_0555
General Knowledge,Flowers,What is national flower of Japan?,"['Cherry blossom', 'Chrysanthemum', 'Lotus', 'Rose']",1,Medium,"10,000 General Knowledge Questions",Q_0556
General Knowledge,Nature,What do deciduous trees do?,"['Stay green year round', 'Lose their leaves in winter', 'Grow fruit', 'Have needles']",1,Easy,"10,000 General Knowledge Questions",Q_0557
General Knowledge,Royal History,Which of Henry VIII wives was widow of elder brother?,"['Anne Boleyn', 'Catherine of Aragon', 'Jane Seymore', 'Catherine Parr']",1,Medium,"10,000 General Knowledge Questions",Q_0558
General Knowledge,Shakespeare,Boys from Syracuse is based on what Shakespeare play?,"['Comedy of Errors', 'Twelfth Night', 'Much Ado', 'As You Like It']",0,Hard,"10,000 General Knowledge Questions",Q_0559
General Knowledge,Egyptian Mythology,Hathor was Egyptian goddess of what?,"['Love', 'The Sky', 'Death', 'Wisdom']",1,Hard,"10,000 General Knowledge Questions",Q_0560
General Knowledge,Biology,Larva of click beetle is called what?,"['Maggot', 'Wireworm', 'Grub', 'Caterpillar']",1,Hard,"10,000 General Knowledge Questions",Q_0561
General Knowledge,Astronomy,What is name of largest moon of Jupiter?,"['Europa', 'Ganymede', 'Io', 'Callisto']",1,Hard,"10,000 General Knowledge Questions",Q_0562
General Knowledge,Music,Grunge music originated in which American city?,"['Los Angeles', 'Seattle', 'New York', 'Chicago']",1,Medium,"10,000 General Knowledge Questions",Q_0563
General Knowledge,Music,"Syd Barrett, Roger Waters, Richard Wright, Nick Mason - Group?","['Led Zeppelin', 'Pink Floyd', 'The Who', 'Deep Purple']",1,Medium,"10,000 General Knowledge Questions",Q_0564
General Knowledge,Music,"Jagger, Richards, Wyman, Jones, Watts, Stewart - which band?","['The Beatles', 'The Rolling Stones', 'The Who', 'Led Zeppelin']",1,Easy,"10,000 General Knowledge Questions",Q_0565
General Knowledge,Music,Gary Boker Bobby Harrison Ray Rodger were in what pop group?,"['The Moody Blues', 'Procul Harum', 'Yes', 'Genesis']",1,Hard,"10,000 General Knowledge Questions",Q_0566
General Knowledge,Music,Who was Stan Laurel's partner?,"['Bud Abbott', 'Oliver Hardy', 'Dean Martin', 'Jerry Lewis']",1,Easy,"10,000 General Knowledge Questions",Q_0567
General Knowledge,International,Which human rights organization founded 1961 got Nobel 1977?,"['Red Cross', 'Amnesty International', 'Doctors Without Borders', 'UNICEF']",1,Medium,"10,000 General Knowledge Questions",Q_0568
General Knowledge,Olympics,Who won women's heptathlon at Seoul in 1988?,"['Joyner-Kersee', 'Jackie Joyner-Kersee', 'Florence Griffith', 'Gail Devers']",1,Hard,"10,000 General Knowledge Questions",Q_0569
General Knowledge,Historical Facts,What was Louis XIV born with two of that amazed everyone?,"['Eyes', 'Teeth', 'Hands', 'Hearts']",1,Hard,"10,000 General Knowledge Questions",Q_0570
General Knowledge,Historical Facts,What Roman Emperor was killed by overdose of laxative?,"['Julius Caesar', 'Nero', 'Caligula', 'Claudius']",1,Hard,"10,000 General Knowledge Questions",Q_0571
General Knowledge,Historical Facts,What did ancient Greeks use instead of soap?,"['Sand', 'Olive Oil', 'Ash', 'Clay']",1,Hard,"10,000 General Knowledge Questions",Q_0572
General Knowledge,Historical Facts,What was Associated Powers - original proposed name of what?,"['NATO', 'The United Nations', 'European Union', 'League of Nations']",1,Hard,"10,000 General Knowledge Questions",Q_0573
General Knowledge,Historical Facts,Which author published 59 new books in 1955?,"['Agatha Christie', 'Enid Blyton', 'Isaac Asimov', 'Stephen King']",1,Hard,"10,000 General Knowledge Questions",Q_0574
General Knowledge,Unusual Facts,What causes tangy smell at seaside?,"['Salt water', 'Rotting Seaweed', 'Fish', 'Sand']",1,Medium,"10,000 General Knowledge Questions",Q_0575
General Knowledge,Unusual Facts,In 1976 in USA 23 people got swine fever and died from what?,"['The disease', 'The Treatment', 'Vaccination', 'Quarantine']",1,Hard,"10,000 General Knowledge Questions",Q_0576
General Knowledge,Unusual Facts,Who said 'If lie told in Whitehouse Nixon gets royalty'?,"['Gerald Ford', 'Richard Nixon', 'Jimmy Carter', 'Ronald Reagan']",1,Hard,"10,000 General Knowledge Questions",Q_0577
General Knowledge,Unusual Facts,In 1976 Olympics who were Yellow Bananas?,"['Athletes', 'Officials', 'Spectators', 'Mascots']",1,Hard,"10,000 General Knowledge Questions",Q_0578
General Knowledge,Unusual Facts,How did folk singer Roy Harper catch Toxoplasmosis?,"['Cat bite', 'Kiss of life to sheep', 'Bad meat', 'Dirty water']",1,Hard,"10,000 General Knowledge Questions",Q_0579
General Knowledge,Unusual Facts,X only letter in alphabet no name for who using?,"['God', 'The Devil', 'Angels', 'Saints']",1,Hard,"10,000 General Knowledge Questions",Q_0580
General Knowledge,Unusual Facts,What country do Brazil nuts come from?,"['Brazil', 'Bolivia', 'Peru', 'Ecuador']",1,Medium,"10,000 General Knowledge Questions",Q_0581
General Knowledge,Unusual Facts,Why would women dislike using West Indian Dildo?,"[""It's poisonous"", ""It's a cactus"", ""It's illegal"", ""It's expensive""]",1,Hard,"10,000 General Knowledge Questions",Q_0582
General Knowledge,Unusual Facts,Which country invented French fried potatoes?,"['France', 'Belgium', 'Netherlands', 'Germany']",1,Medium,"10,000 General Knowledge Questions",Q_0583
General Knowledge,Unusual Facts,In 1990 there were 99 public executions Saudi Arabia - Drugs How?,"['Hanging', 'Beheading', 'Stoning', 'Shooting']",1,Hard,"10,000 General Knowledge Questions",Q_0584
General Knowledge,Unusual Facts,What head of Government first to give birth in office?,"['Margaret Thatcher', 'Benazir Bhutto', 'Indira Gandhi', 'Golda Meir']",1,Medium,"10,000 General Knowledge Questions",Q_0585
General Knowledge,Unusual Facts,34% of Californian Male students 10% Female lied to get what?,"['Job', 'Sexual Partner', 'College admission', 'Loan']",1,Hard,"10,000 General Knowledge Questions",Q_0586
General Knowledge,Unusual Facts,Sale of what counterfeit delicacy outraged French?,"['Caviar', 'Truffles', 'Foie gras', 'Champagne']",1,Hard,"10,000 General Knowledge Questions",Q_0587
General Knowledge,Unusual Facts,In February 1990 160 million bottles of what were withdrawn?,"['Coca Cola', 'Perrier', 'Evian', 'Pellegrino']",1,Hard,"10,000 General Knowledge Questions",Q_0588
General Knowledge,Unusual Facts,What sport was deemed violate civil rights banned New York?,"['Boxing', 'Dwarf Throwing', 'Wrestling', 'Cockfighting']",1,Hard,"10,000 General Knowledge Questions",Q_0589
